token,umap_2_component_1,umap_2_component_2,word_count
kt,-2.1070662,13.204023,21
verifiable,-0.6795113,11.87154,21
climbed,-2.3152342,11.262994,21
intimidating,-1.6283112,10.820375,21
sharp,-3.0954783,10.328848,21
follows,-3.5403516,11.058304,21
imaginable,-3.651924,10.185872,21
thx,-2.0013103,12.251598,21
flooding,-2.9276667,10.202873,21
convicting,-4.40268,8.744892,21
untrue,-2.6572306,9.959628,21
retrospect,-2.819079,11.291712,21
correspondent,-3.9951794,9.157859,21
cu,-3.9700136,10.497242,21
vindmans,-1.5955423,10.598496,21
transparently,-2.7116132,9.807445,21
secupp,-4.8908277,9.335901,21
agalanwilson,-1.3322312,11.609613,21
dirkschwenk,-3.3611755,7.4733243,21
boycott,-4.258528,9.894308,21
mmvvpp,-4.1499047,8.14566,21
hq,-3.1207829,10.512417,21
stellar,-2.735608,10.325552,21
smack,-3.8724468,11.013399,21
repercussions,-3.52002,10.796621,21
crux,-2.6271012,11.958707,21
klglass,-3.3023818,9.486357,21
faci,-1.2710915,10.9194975,21
stroke,-2.0610816,9.460647,21
melt,-3.1738997,8.880704,21
lament,-3.3328757,11.952504,21
screed,-4.0414143,10.618786,21
congratulatio,-3.1167579,12.519851,21
rel,-2.9511144,12.573173,21
acuity,-1.308487,12.957303,21
enabled,-3.3351433,10.690087,21
sentenced,-3.151756,10.519279,21
grotesque,-1.2303177,11.605283,21
rh,-2.259572,13.043509,21
mask,-3.4369373,10.431669,21
dilleyshow,-3.7059975,11.0775,21
references,-0.7907808,12.292058,21
switched,-3.4177184,10.4767065,21
vj,-3.3441443,12.498172,21
polishpatriottm,-2.7477462,12.549779,21
replica,-1.3827175,13.22551,21
prosperous,-3.0301144,12.543345,21
labeled,-1.2104627,12.593336,21
dc_draino,-4.931251,9.243137,21
widely,-3.5594933,8.82677,21
ride,-3.3366604,10.501264,21
lisadnews,-4.951322,4.9877615,21
requisite,-3.5029552,10.695471,21
kurt,-3.5456235,12.469937,21
redhead,-4.4803,10.966018,21
cryborg,-4.1725245,11.579804,21
orr,-0.79135543,11.503051,21
toay,-1.9931905,12.331052,21
es,-2.9877608,12.770897,21
illogical,-3.875073,9.458413,21
reciting,-1.5918778,12.821701,21
stevedaines,-3.2658288,11.46744,21
reviewed,-2.3324018,8.208504,21
sendin,-3.184534,12.183614,21
hammer,-3.8713946,8.303486,21
overplayed,-1.9494573,11.384407,21
permit,-4.3183904,8.02061,21
jenmercieca,-3.9298074,10.643301,21
ita,-3.0521274,10.054324,21
suppressing,-3.672265,10.557319,21
ot,-3.4094071,12.477292,21
thattrumpguy,-4.016711,9.933833,21
parkermolloy,-3.0253375,11.2071295,21
conducts,-2.6204896,8.911922,21
iphone,-1.0732584,11.691955,21
leaning,-3.91519,9.914866,21
mutwewcd,-1.9966844,12.991356,21
mt,-1.9867781,13.166818,21
mes,-3.0252953,12.281344,21
feisty_fl,-3.2995112,11.829164,21
hoo,-1.9876012,12.701653,21
harbor,-1.8430747,11.335361,21
mbs,-1.3875505,11.328406,21
ef,-4.024077,11.076739,21
sx,-2.2135916,13.01491,21
qwlncae,-1.6755391,12.981358,21
students,-3.072874,8.833471,21
alcohol,-2.435341,12.273937,21
mjfree,-4.101355,8.21266,21
bitterness,-2.368703,11.113424,21
vengeful,-2.2636874,12.633975,21
trisresists,-4.73447,10.053061,21
g_actually,-4.1432033,11.283037,21
repspanberger,-2.453333,9.620415,21
sulliview,-2.707837,11.505437,21
brunt,-2.7299926,12.543407,21
np,-1.3475431,13.195708,21
aaronjmate,-3.7315478,12.096577,21
receipts,-3.194309,9.045087,20
tubes,-3.1948211,12.322074,20
letlevspeak,-4.2097445,9.782469,20
wei,-2.6487846,9.052855,20
nydailynews,-2.9299839,12.467395,20
depressing,-3.057876,12.085585,20
kathygriffin,-2.9330242,8.933062,20
intelligent,-3.7947252,11.587108,20
arleneangelo,-2.1263356,12.967304,20
disbarr,-3.2654066,11.698585,20
kenvogel,-2.393109,11.366445,20
coton_luver,-4.394063,11.0127735,20
uniting,-2.1863725,7.1840053,20
tory,-2.0681663,11.621941,20
elaineluriava,-2.1801956,12.609046,20
jaxalemany,-3.75006,10.126436,20
ifpznauadu,-3.0424485,12.41239,20
pwrcane,0.08696306,13.065897,20
obey,-4.1834154,7.638627,20
wl,-2.7101908,12.812456,20
stare,-1.8136884,11.361433,20
mock,-3.1774247,12.3831005,20
harassed,-3.3956988,8.427506,20
mishacollins,-3.804515,11.774591,20
alexnbcnews,-4.2961864,10.445335,20
indicators,-2.932591,9.183236,20
translaterealdt,-4.371322,11.511141,20
mystery,-4.005153,11.279733,20
blackout,-2.7766173,12.365614,20
antics,-3.252909,11.254019,20
elderly,-2.8676667,11.182883,20
nv,-2.1753166,12.844553,20
bureaucrats,-3.767197,9.333991,20
cue,-4.2423525,9.602779,20
xtrixcyclex,-4.0689597,11.45236,20
replaced,-3.8689003,6.5555944,20
contribute,-2.9250412,11.811216,20
gk,-3.415111,12.38537,20
rests,-3.4129627,11.346933,20
votevets,-4.061715,7.3086033,20
clearest,-2.7191513,7.018637,20
j_man,0.11044006,13.092623,20
iey,-3.0769165,12.279854,20
donmoyn,-4.33976,10.876283,20
drsmdhdaily,0.08425673,13.104764,20
circles,-2.823463,10.224323,20
stark,-3.142727,5.1833286,20
healthy,-5.301846,8.3693,20
flow,-3.2516987,11.969168,20
clearance,-1.6020507,10.325403,20
servant,-2.7820578,10.031621,20
jepence,-2.1753242,9.178624,20
gz,-2.230426,12.513784,20
stern,-3.3627636,11.1030035,20
item,-2.7883198,12.568048,20
rfejq,-2.9656188,12.411274,20
realdonal,-4.02623,11.716705,20
wth,-3.0299263,11.491997,20
resolve,-4.014361,9.882965,20
wholesale,-1.3336935,10.821914,20
opportunities,-4.508812,6.947264,20
jv,-3.0533252,12.805331,20
anounce,-2.9243283,12.417099,20
trumper,-3.9422166,10.874618,20
attn,-3.6345882,11.467887,20
donnnie,0.10499223,13.131149,20
oliverdarcy,-3.579554,9.212541,20
martin,-1.9162316,13.132605,20
scoff,-1.5365214,12.757581,20
ink,-2.8228607,12.348362,20
petebuttigieg,-2.8817544,11.542254,20
solei,-1.7287204,10.30131,20
treasonstickers,-3.278958,12.421435,20
schif,-2.4368975,8.889272,20
ringleader,-1.6559526,12.060223,20
edge,-4.025099,10.559117,20
crimina,-3.9845676,11.6407,20
observing,-3.854989,8.945872,20
santiagomayer_,-5.0293727,9.822959,20
richlowry,-3.185749,12.550819,20
inners,-2.0214705,12.918499,20
lc,-2.8028996,12.692382,20
peters,-1.7479365,12.832124,20
kinds,-3.8951273,11.371228,20
peak,-2.1917214,10.698589,20
suit,-3.0736592,6.6056724,20
carolyncorneli,-2.9382374,9.24278,20
appoint,-3.3433256,9.682074,20
toast,-3.6060028,11.98556,20
qq,-4.593476,9.662687,20
polite,-3.3729527,11.2227125,20
cooperchip,-2.9036405,12.249269,20
blunders,-3.811381,11.751077,20
carly,-3.2943904,11.884696,20
authorkimberley,-4.201993,11.712399,20
shield,-3.7757065,8.760203,20
nra,-2.811023,10.683099,20
tgowdysc,-3.481217,12.45854,20
treacherous,-3.3540733,11.735122,20
pithywidow,-3.2895365,9.654231,20
technical,-3.8909261,11.197289,20
leadersh,-2.0852656,10.906984,20
altered,-3.189817,9.986069,20
dumps,-1.5780535,12.948851,20
slept,-2.9808419,10.283964,20
stro,-1.7593801,10.807953,20
hiring,-2.4002764,4.3873997,20
pivoting,-2.236925,12.154598,20
bosses,-3.2768881,8.279557,20
rjovjdkr,-2.2481668,13.068257,20
jfqxbed,-2.610147,12.402588,20
miles,-2.6904683,5.9676228,20
punishable,-3.6585832,9.719122,20
bam,-2.8469336,10.551778,20
zip,-1.7860489,11.925076,20
scrubbed,-1.9736372,12.782458,20
ndrew_lawrence,-4.140136,10.334929,20
plz,-2.9451115,12.779914,20
und,-3.5469277,12.279621,20
ewerickson,-4.470556,9.321046,20
redpainter,-3.899272,11.546375,20
thriving,-1.5180793,10.614967,20
mater,-3.3724978,10.376781,20
larryschweikart,-4.026621,11.539984,20
reallykw,-5.197051,7.4124303,20
spotted,-2.504197,7.543719,20
advances,-3.8272336,10.15128,20
offender,-2.7915506,4.9928327,20
jamesokeefeiii,-0.9492537,12.561507,20
protects,-2.82138,12.16121,20
politicization,-1.1356276,11.681618,20
traditions,-1.69915,11.196425,20
revrrlewis,-3.7051446,11.822773,20
floridadude,-4.0348945,10.380084,20
significance,-2.3956313,11.320593,20
kc,-3.4879546,11.874417,20
dance,-1.9821769,11.07638,20
jackischechner,-4.9237437,6.5934987,20
partial,-0.39400947,11.651178,20
foundational,-2.1942012,10.312091,20
deliberations,-3.315799,7.5049176,20
professors,-1.4931822,11.513958,20
happ,-3.2541785,11.164482,20
nellie,-0.81116825,11.578148,20
grilling,-2.0068827,12.762644,20
stakes,-1.8925457,11.182173,20
defendin,-4.3207397,10.865905,20
colin,-0.87636757,13.142889,20
sixth,-3.0025475,11.570715,20
degrees,-2.880286,12.578176,20
spanky,-3.4148676,12.334313,20
preaches,-1.0809807,11.8289795,20
concealcarrygrl,-4.052486,11.323876,20
torches,-3.678728,7.7341027,20
pelo,-3.3598385,11.937067,20
maddylanier,-2.497761,12.648904,20
fuctupmike,-5.4158278,8.04362,20
fascistic,-2.210297,12.536221,20
foregone,-3.3313007,3.5290468,20
azgop,-1.2526255,12.273291,20
impressions,-1.718689,10.656881,20
drooling,-2.0923789,11.80914,20
payer,-0.94163907,11.198508,20
siano,-4.1066394,7.323422,20
explodes,-1.8044358,12.409224,20
indefinitely,-4.2609406,10.757753,20
obligated,-3.7236278,11.559365,20
mismanaged,-2.0622349,10.495724,20
inte,-4.3971834,10.363987,20
reflexive,-2.1692903,10.943484,20
der,-2.6168168,12.780261,20
relations,-2.8935678,10.009495,20
picking,-1.2820115,9.370837,20
activism,-3.1792068,11.358936,20
shenanigans,-3.9087358,9.938399,20
skyrider,-5.1373563,8.921151,20
scorched,-3.8108516,10.697582,20
som,-3.6569955,10.110166,20
consofcooking,0.48295328,14.276966,20
mcconnells,-1.4057791,12.832718,20
uae,-1.2207625,11.406215,20
conmandon,-3.0464437,11.803237,20
americafirstpac,-1.3793694,12.117762,20
animals,-3.3555868,10.2394705,20
existential,-2.611351,9.874939,20
fallout,-2.4178832,8.86456,20
dimwit,-2.0401084,11.757363,20
randyebarnett,-3.271352,11.406266,20
insightful,-2.9925597,11.194696,20
largely,-4.4359984,7.7448244,20
lrozen,-2.3595383,12.045892,20
prays,-2.862579,12.48347,20
succeeds,-2.5377214,9.285355,20
harsh,-1.4346725,9.708273,20
barrasso,-3.6666446,11.550615,20
litigate,-2.8195603,12.814468,20
tab,-2.912447,11.66176,20
eddy,0.5797566,14.338444,20
rethink,-2.7611418,10.849707,20
snooze,-3.666168,10.30527,20
shannonbream,-3.0347905,12.206398,20
grabbing,-3.0970042,9.585176,20
safer,-3.249848,12.276943,20
lindaliberty,-4.274885,10.030925,20
accepts,-3.4370577,11.180192,20
markbednar,-2.6060174,12.142879,20
wishing,-4.382194,10.697647,20
baffled,-3.0059586,11.389394,20
expec,-3.1550481,9.8503,20
est,-1.4429386,12.336947,20
chrisjzullo,-5.1539054,6.9413443,20
terribly,-3.6777375,12.093231,20
inner,-2.930296,10.726166,20
periods,-1.6664215,12.009845,20
andrewtrip,0.51091766,14.286815,20
markyoungtruth,-5.2175026,8.3655815,20
prolonged,-1.899309,12.124408,20
uncover,-2.483105,7.547764,20
gb,-2.5438967,12.794478,20
blowjobs,-1.86397,11.638128,20
rosenzweigp,-3.6232083,11.944786,20
adv,-2.902406,9.975358,20
uganda,-2.2311869,10.614907,20
regularresister,-4.7978644,8.845901,20
majorities,-4.060004,9.974009,20
ranging,-1.7824744,11.930536,20
arg,-3.288621,9.388204,20
gervais,-2.710552,11.785042,20
banning,-2.6000717,12.238942,20
blueprint,-2.0838442,9.24975,20
elephant,-3.0687635,11.44566,20
flopped,-2.6790388,11.2212925,20
prop,-1.4306768,8.923834,20
categorically,-2.284002,11.24754,20
signaled,-4.5074263,9.031496,20
stupidest,-3.594212,4.360032,20
assumed,-4.6346965,10.357336,20
servicemember,-0.78441274,11.400615,20
orce,-1.6858889,13.090696,20
ei,-2.8733537,12.306161,20
qatar,-2.6928911,9.747875,20
bq,-2.9693894,12.865633,20
documentation,-3.2455583,10.200971,20
in_pubs,-3.6108158,11.649745,20
eh,-3.5664463,12.249506,20
nkhm,-1.8393407,13.164263,20
devious,-2.7336779,12.661267,20
wheels,-2.1659067,12.167002,20
tnn,-2.4850585,12.919465,20
themrc,-3.6235628,11.404842,20
hf,-2.4834802,12.969804,20
censured,-4.5934925,11.073415,20
practically,-3.494921,11.2582245,20
laundered,-0.9151787,11.291886,20
fuckin,-2.9655235,12.407621,20
spew,-3.471847,10.31386,20
dbom,-2.5658596,12.950691,20
decisionmaking,-2.1155026,11.127172,20
surfaced,-3.1177754,9.948184,20
lauging,-2.4045963,12.959144,20
rank,-3.1311107,7.3766823,20
expanding,-2.898092,11.377333,20
drum,-2.6671987,6.448328,20
tainted,-3.7287724,12.069042,20
toensing,-0.6691008,12.180102,20
riots,-3.4791646,9.994949,20
rain,-2.05511,11.518657,20
tvnewshq,-4.0320816,11.344468,19
sovereignty,-1.5849814,10.76432,19
explode,-3.8308163,7.9668355,19
essence,-3.2708151,10.72035,19
clownshow,-2.412397,12.952357,19
agai,-4.799929,9.660575,19
forest,-2.5555646,12.018105,19
xf,-2.478442,12.791808,19
washy,-1.8484348,10.368623,19
stepping,-2.6139066,8.035843,19
recommendation,-0.89380646,12.161197,19
zil,-2.4541721,12.511275,19
giiotm,-3.4257884,12.281395,19
frequent,-2.2259786,11.232458,19
element,-2.3434656,11.269941,19
priv,-4.317957,6.9962006,19
wishy,-1.8691919,10.321496,19
umm,-2.108506,12.740735,19
xzhlu,-1.5250398,13.33678,19
xvyr,-1.5171443,13.314677,19
shelby,-3.0187833,6.074094,19
houses,-4.8410172,7.1627645,19
medit,-3.7763493,11.095123,19
zdcxo,-2.058346,13.092849,19
totalitarian,-3.8359215,10.2401705,19
nnotuu,-2.2657907,12.514452,19
separated,-1.589252,11.856035,19
cas,-2.7373261,10.613836,19
guessing,-4.2059746,6.681126,19
quetzalcoatl,0.2923419,14.170525,19
calculated,-2.2287087,12.215221,19
kaosum,0.24337782,14.178925,19
amoral,-2.808947,11.5295725,19
asantes,0.26757923,14.199265,19
michaelsage,0.034464408,14.132013,19
appropriately,-1.9820089,11.372383,19
jailed,-4.2396197,8.956612,19
neutralize,-2.6110077,6.726114,19
sundaythoughts,-4.281743,8.842425,19
miscalculation,-2.710949,10.553841,19
costing,-3.3763337,8.271336,19
unauthorized,-2.3824866,11.825731,19
eg,-3.4658382,12.14938,19
trumptownhall,-2.175392,12.394563,19
gvlzdmveu,-2.5959141,13.081969,19
inflicted,-5.450887,8.090998,19
rr,-2.8832545,12.834679,19
leap,-3.4879901,10.810848,19
flames,-2.7473767,10.512183,19
worrying,-2.2268927,10.727816,19
chill,-3.4685876,10.666386,19
weary,-1.5452136,12.643217,19
elaine,-2.1611614,12.823805,19
demonrats,-2.9116852,5.989784,19
afghanistan,-1.246258,10.795745,19
clears,-3.5252476,9.763974,19
brendancarrfcc,-1.7257715,11.856316,19
lor_blueeyes,0.35845184,14.203341,19
idk,-3.210434,12.545487,19
chests,-2.505875,11.820094,19
hen,-2.5714176,13.078521,19
pleased,-3.8234587,9.396536,19
dz,-1.7572669,13.214618,19
irvdle,-3.7101355,12.398675,19
britain,-3.0063665,7.1462812,19
km,-2.4836826,13.043656,19
explicit,-2.7947128,9.307763,19
jenpal,-4.73105,9.622046,19
gregboucher,-3.5776103,9.081299,19
wekbi,-2.6255484,12.711795,19
king_of_shade,-4.49061,10.938827,19
jimhansondc,-2.804567,9.2773485,19
jytvkz,-1.5441854,13.3294,19
emperor,-2.356597,10.593101,19
podium,-2.3385828,11.182859,19
uxyub,-3.1280842,10.497964,19
unfortunate,-4.0729218,8.353309,19
fifth,-4.3267894,10.576381,19
settled,-2.7007375,4.711604,19
cock,-1.1882409,11.574796,19
justiceiscoming,-3.6655374,11.420782,19
venue,-3.0180256,5.9585915,19
peo,-2.7010136,6.587028,19
darkest,-3.4877105,11.48716,19
groundhog,-3.0074239,12.78546,19
lorlyingeyes,0.385572,14.224477,19
postcards,-3.429098,9.222861,19
gumboqueen,-4.0955896,11.68101,19
darkness,-3.2454596,9.777811,19
departure,-2.5046153,8.994234,19
moderates,-3.9700983,6.411175,19
reliably,-3.2911391,9.593509,19
embolden,-4.7788773,9.328245,19
negotiated,-2.5058095,10.233508,19
cake,-3.0744486,11.72597,19
sixteenth,-2.3568244,11.008412,19
dhershiser,-4.4015183,10.058496,19
betrayal,-3.8042743,8.988869,19
shawninarizona,-3.5715795,9.071658,19
complacent,-3.3917222,11.978335,19
zeusfanhouse,-3.5828128,10.293061,19
walls,-3.0870411,10.700414,19
assholes,-1.9337286,10.870458,19
rp,-2.5624788,13.058221,19
oyby,-2.4032927,13.140063,19
hig,-4.6057315,10.628619,19
incite,-2.1434183,9.484721,19
denverpost,-1.7837007,13.299546,19
junior,-3.8738549,8.876431,19
amazon,-2.6751578,11.510024,19
mikememoli,-2.6660323,12.965713,19
shocker,-3.1158354,12.509362,19
shiftyschiff,-3.2446282,11.71116,19
aims,-3.0748205,10.285888,19
npfandos,-3.247803,10.218897,19
whstancil,-3.2909384,9.3615,19
incompe,-1.8810462,12.97522,19
buzzpatterson,-3.7950659,12.023331,19
memes,-3.5977426,11.067113,19
industry,-1.1740237,11.255272,19
vu,-1.9054226,10.441366,19
jengrodgers,-4.201488,9.5518875,19
knlmotyfu,-2.7919748,12.862062,19
vocal,-3.5375924,10.957589,19
dotard,-3.0884457,12.26798,19
goals,-2.5156887,4.9077005,19
spokesperson,-1.2493684,12.492494,19
vm,-2.8246922,12.802585,19
galli,-2.248406,11.8808,19
immune,-2.4659326,8.847551,19
republica,-4.138604,8.441804,19
zaharias,0.055917237,13.075832,19
xmas,-3.606275,11.191005,19
lg,-3.0789695,12.575571,19
wealth,-2.553864,10.807277,19
trumpsugar,0.08632097,13.084958,19
bigly,-4.684175,5.7628126,19
cong,-3.1863523,12.511085,19
suminemo,-0.10329224,13.246349,19
unclear,-2.0301232,5.448975,19
brb_covfefe,-2.018654,9.391302,19
straws,-2.122198,10.434387,19
tflkyeon,-2.2753108,12.296472,19
sanction,-1.6761646,11.517015,19
carolynbmaloney,-3.5384943,8.249527,19
oxgzjr,-1.8618087,12.980801,19
sjm,-1.8698455,12.948516,19
zf,-2.4517615,13.013857,19
suing,-2.1550338,11.350461,19
expl,-2.1570396,10.449995,19
px,-2.4807794,13.01857,19
purged,-1.4130204,11.428584,19
upside,-3.8745162,10.766766,19
v_actually,-3.5837624,11.671371,19
znioknw,-2.35421,12.607717,19
exacting,-3.1740732,11.332505,19
camps,-3.2165952,10.326751,19
unmasked,-2.4097242,10.396483,19
insecure,-3.2327175,10.233146,19
conveniently,-3.6851745,3.9390614,19
schlapp,-3.6849172,9.820658,19
loy,-3.6184742,11.4894285,19
baltimore,-1.6514975,11.961575,19
tossed,-1.3995622,9.852286,19
ciaspygirl,-3.3596714,11.607227,19
chartering,-0.8655573,11.917986,19
fart,-4.6356735,10.363728,19
cla,-4.1898003,5.8379607,19
nebraska,-3.2880747,11.773967,19
recapping,-2.9289665,11.885132,19
demon,-2.780392,13.002402,19
mit,-3.642429,7.2926383,19
imposter,-2.5365684,11.661244,19
cking,-3.4511058,12.266119,19
drastically,-1.3743924,13.084849,19
trumpdefense,-4.0173893,10.132657,19
manipulated,-2.6904535,10.699385,19
illusion,-3.1961083,8.489456,19
electing,-2.3568249,10.105911,19
sinema,-3.0692468,11.17572,19
recommended,-1.6483979,11.583048,19
triggers,-3.523758,9.189578,19
earpiece,-1.2275827,10.182944,19
betoorourke,-3.4552953,12.161031,19
conspiracies,-2.8952374,10.927969,19
colinkahl,-4.3055854,10.53298,19
contain,-4.0970483,10.510546,19
bk,-4.5057416,10.162248,19
nutty,-1.6761303,8.743397,19
schemes,-2.5643146,10.4495,19
npratc,-2.3697863,11.939848,19
consensual,-3.7540467,6.6833224,19
sev,-4.51723,10.630378,19
legacies,-1.8819989,10.651538,19
hu,-2.7589607,12.517182,19
vbrup,-2.8165517,12.840858,19
league,-1.3117465,10.704318,19
inqu,-2.6972737,11.955489,19
legend,-2.37239,12.801895,19
lift,-3.0852044,11.298055,19
willfully,-3.16646,12.381876,19
nyi,-2.247105,12.932318,19
wfiy,-2.7873657,12.835004,19
looting,-2.4946375,10.93777,19
courtesy,-4.907164,10.330821,19
heathmayo,-3.7736213,6.8195047,19
heatherscope,-2.046369,9.230837,19
grynbaum,-1.3329746,12.735675,19
mtokb,-2.3049862,12.960771,19
bosnerdley,-3.7966976,7.586498,19
joker,-3.5671856,8.820392,19
fatally,-4.508998,6.588907,19
clamoring,-2.21305,8.391474,19
truthfully,-2.7395618,10.324926,19
frankdangelo,-3.030214,11.943717,19
expires,-2.4284077,12.577722,19
counted,-3.5646334,12.054337,19
ppyyaedw,-3.8581977,11.6847725,19
native,-1.9310044,12.438915,19
trio,-3.6233945,10.105019,19
digenova,-0.67614657,12.191062,19
newsbreaking,-2.661559,12.176715,19
treasurytutor,-3.2411308,8.906494,19
stayed,-1.6816151,8.613485,19
jkf,-3.4107077,11.719389,19
pity,-2.7528284,11.152374,19
sumoh,-3.0458279,12.763706,19
eviscerating,-1.543133,12.291626,19
ver,-3.17016,7.9828453,19
yahoo,-3.1285162,12.51941,19
phrasing,-3.9971373,11.566041,19
kong,-1.2256142,11.497319,19
boltonbook,-2.3068388,11.562036,19
michaeljohns,-3.8689282,10.497287,19
sal,-2.5025291,10.463004,19
adamcbest,-3.1087213,12.036808,19
vanitaguptacr,-3.8779693,9.056988,19
interpretation,-3.3215783,10.681921,19
hayesbrown,-3.8279614,11.492722,19
gorillastyle,0.11750829,13.059478,19
ucrp,-2.3817766,12.969687,19
mx,-2.6707606,12.966519,19
jeiue,-2.3540277,12.993214,19
framework,-2.1729426,8.211988,19
inept,-2.1508567,11.588542,19
defence,-4.1553717,10.526353,19
tying,-2.5099626,8.555235,19
bluff,-2.6390543,8.788906,19
cherry,-2.626345,7.801482,19
gxk,-1.7208157,13.193501,19
damocles,-2.856777,11.472821,19
ton,-2.9826372,8.121944,19
shallow,-3.0210826,11.121905,19
cooperated,-2.8956544,9.424765,19
arjvec,-1.8862877,13.151214,19
slammer,-3.8293529,10.182472,19
vin,-5.2141457,8.854917,19
houseofjames,0.08993043,13.082946,19
rural,-1.7013528,12.0643,19
bkphilanthropy,-2.6623724,12.457107,19
hundred,-2.3152082,10.422306,19
floating,-4.3539295,11.0857935,19
remarkably,-3.2325518,7.2660284,19
lildesstt,-3.6630678,12.386534,19
putinspuppet,-3.8551006,11.223795,19
squirm,-3.3267722,9.504835,19
returned,-2.4539683,10.867401,19
digivorr,0.11272941,13.100766,19
ind,-3.7091682,9.90365,19
loriinutah,-5.1986628,6.676425,19
reaganite,-3.9446409,7.3872294,19
correc,-2.9131322,9.794746,19
misbehavior,-1.4756354,11.714314,19
dominated,-3.1758316,11.681067,19
sallydeal,-3.0190823,11.740049,19
tourguidej,0.10432256,13.082229,19
matthews,-3.3014202,10.83318,19
